timestamp,facility_type,machine_id,machine_speed,shift,production_time,output_quantity,energy_consumption,energy_per_unit,ambient_temperature,humidity,defect_rate,defect_type,maintenance_needed,energy_waste_flag,anomaly_label,carbon_emission,energy_cost,production_efficiency,quality_score,predicted_energy_class,recommended_action,efficiency_score
2025-01-16 15:00:00,Knitting,M011,1431.0,Evening,0.0191,113.5,161.17,1.47,20.8,48.7,1.47,Stain,Yes,1,1,65.49,1180.34,80.6,93.3,Medium,Inspect Machine,87.8
2025-01-16 15:30:00,Spinning,M001,11222.0,Evening,0.0166,83.9,180.11,2.05,18.9,50.8,1.16,Hole,No,1,0,81.26,1432.07,49.9,91.6,High,Reduce Machine Speed,57.9
2025-01-16 16:00:00,Spinning,M002,33406.0,Evening,0.0118,111.9,241.46,2.06,19.8,69.9,2.59,Hole,Yes,1,0,105.26,1822.87,82.2,93.3,High,Optimize Machine Load,84.2
2025-01-16 16:30:00,Knitting,M011,1572.0,Evening,0.0215,106.9,135.95,1.34,18.6,55.6,2.21,Broken Yarn,No,1,0,60.11,990.37,69.2,89.2,Low,Optimize Machine Load,72.5
2025-01-16 17:00:00,Weaving,M007,585.0,Evening,0.0107,80.6,133.43,1.68,22.0,63.1,1.46,Float,No,1,0,53.73,944.92,58.3,91.7,Low,Check Energy Usage,64.9
2025-01-16 17:30:00,Weaving,M008,1046.0,Evening,0.0209,90.7,188.0,2.07,20.7,67.5,2.76,Stain,Yes,1,1,77.97,1404.84,65.2,86.1,High,Schedule Maintenance,73.6
2025-01-16 18:00:00,Finishing,M017,30.0,Evening,0.0214,77.0,150.83,1.82,24.8,79.0,1.1,Float,No,1,0,68.72,1089.63,60.0,97.7,Medium,Reduce Machine Speed,70.1
2025-01-16 18:30:00,Weaving,M006,843.0,Evening,0.0196,87.9,108.68,1.27,23.3,63.7,2.21,Hole,Yes,0,0,53.92,802.14,47.9,88.7,Low,Continue Production,57.4
2025-01-16 19:00:00,Dyeing,M016,55.0,Evening,0.0221,100.2,198.54,2.01,25.4,70.3,1.26,Hole,No,1,0,87.49,1540.67,82.8,95.4,High,Check Energy Usage,93.9
2025-01-16 19:30:00,Dyeing,M015,29.0,Evening,0.0209,87.9,196.52,2.13,26.3,64.5,1.29,Stain,No,1,0,81.11,1480.5,52.4,96.8,High,Optimize Machine Load,59.2
2025-01-16 20:00:00,Dyeing,M013,74.0,Evening,0.0196,107.3,242.4,2.28,27.0,75.6,1.93,,Yes,1,1,105.83,1858.89,68.8,85.0,High,Schedule Maintenance,74.5
2025-01-16 20:30:00,Knitting,M009,1532.0,Evening,0.0202,94.9,120.11,1.22,22.4,54.6,2.05,Broken Yarn,Yes,1,1,61.48,885.1,58.9,82.7,Low,Schedule Maintenance,61.7
2025-01-16 21:00:00,Dyeing,M013,36.0,Evening,0.0204,73.4,157.76,2.27,25.5,61.3,1.25,Hole,No,1,0,68.4,1203.16,55.7,93.4,Medium,Check Energy Usage,64.7
2025-01-16 21:30:00,Finishing,M020,98.0,Evening,0.0135,103.2,186.8,1.82,23.0,84.9,1.68,Stain,Yes,1,1,86.36,1498.38,73.7,90.7,High,Schedule Maintenance,78.4
2025-01-16 22:00:00,Spinning,M003,11598.0,Night,0.0203,88.1,211.17,2.51,21.8,57.8,1.5,,No,1,0,88.05,1593.06,60.3,95.0,High,Check Energy Usage,71.5
2025-01-16 22:30:00,Dyeing,M015,40.0,Night,0.0099,108.8,188.42,1.79,25.9,60.0,0.72,Broken Yarn,No,0,0,81.04,1449.25,75.5,97.7,High,Continue Production,80.3
2025-01-16 23:00:00,Dyeing,M014,72.0,Night,0.0073,116.1,232.59,1.96,23.2,71.2,1.6,Hole,No,1,0,102.72,1707.39,78.1,94.6,High,Check Energy Usage,81.1
2025-01-16 23:30:00,Weaving,M007,651.0,Night,0.0077,83.0,124.2,1.5,22.6,64.8,1.78,Broken Yarn,Yes,0,1,55.12,1005.97,60.8,85.9,Low,Inspect Machine,66.2
2025-01-17 00:00:00,Dyeing,M013,38.0,Night,0.0081,80.7,157.87,1.98,26.6,70.4,1.73,Float,Yes,0,1,64.98,1182.3,58.7,91.1,Medium,Inspect Machine,63.6
2025-01-17 00:30:00,Dyeing,M013,72.0,Night,0.0089,95.1,176.2,1.9,25.4,75.1,1.82,Hole,Yes,1,1,72.7,1382.9,74.0,86.9,High,Inspect Machine,79.1
2025-01-17 01:00:00,Finishing,M020,109.0,Night,0.0217,110.6,125.87,1.15,24.4,62.8,1.68,Hole,No,0,0,58.2,952.94,80.8,92.3,Low,Continue Production,84.5
2025-01-17 01:30:00,Weaving,M007,504.0,Night,0.014,79.8,119.11,1.47,22.4,59.8,1.67,Hole,No,0,0,56.1,930.89,35.7,84.7,Low,Continue Production,49.3
2025-01-17 02:00:00,Knitting,M010,1326.0,Night,0.016,116.3,154.76,1.28,22.2,52.2,0.93,,No,1,0,72.75,1204.56,79.5,97.5,Medium,Check Energy Usage,83.8
2025-01-17 02:30:00,Weaving,M006,1053.0,Night,0.0242,102.9,134.48,1.46,20.7,54.0,2.0,Float,Yes,1,0,65.18,1005.3,72.0,84.1,Low,Check Energy Usage,74.4
2025-01-17 03:00:00,Dyeing,M014,74.0,Night,0.0175,108.9,256.37,2.4,26.2,61.8,1.03,,No,1,0,111.03,1994.65,77.8,94.8,High,Optimize Machine Load,85.6
2025-01-17 03:30:00,Spinning,M001,30251.0,Night,0.0075,89.6,180.15,2.0,21.2,58.0,2.29,Hole,No,1,1,76.4,1340.58,57.0,90.1,High,Inspect Machine,68.3
2025-01-17 04:00:00,Weaving,M007,446.0,Night,0.0117,73.3,129.88,1.78,22.3,68.9,1.67,Hole,Yes,1,0,61.38,1019.5,39.9,90.6,Low,Check Energy Usage,56.8
2025-01-17 04:30:00,Finishing,M018,55.0,Night,0.0205,99.8,170.08,1.68,24.7,69.3,1.21,Stain,No,1,0,76.16,1278.7,78.8,90.9,Medium,Reduce Machine Speed,82.9
2025-01-17 05:00:00,Finishing,M017,81.0,Night,0.0211,100.3,181.14,1.79,23.9,67.5,1.0,Hole,No,1,0,74.14,1392.46,73.9,93.5,High,Check Energy Usage,82.9
2025-01-17 05:30:00,Spinning,M004,16179.0,Night,0.021,68.0,139.61,2.08,23.1,54.1,1.68,Float,Yes,1,1,56.04,1043.95,44.3,83.9,Low,Inspect Machine,53.0
2025-01-17 06:00:00,Dyeing,M015,67.0,Morning,0.0104,117.8,252.46,2.17,25.6,70.2,1.74,Float,No,1,0,110.78,1923.22,84.4,87.6,High,Check Energy Usage,84.6
2025-01-17 06:30:00,Dyeing,M014,46.0,Morning,0.0077,91.6,187.22,2.06,25.3,68.0,1.03,Hole,No,1,0,79.98,1381.76,65.9,96.2,High,Check Energy Usage,77.1
2025-01-17 07:00:00,Spinning,M001,31953.0,Morning,0.007,95.3,206.07,2.09,21.3,49.7,1.59,Hole,No,1,0,88.71,1578.09,56.9,92.8,High,Check Energy Usage,68.4
2025-01-17 07:30:00,Knitting,M011,900.0,Morning,0.014,85.1,109.64,1.34,21.1,62.3,1.8,,No,1,0,51.54,836.13,57.0,92.1,Low,Reduce Machine Speed,64.9
2025-01-17 08:00:00,Spinning,M002,12474.0,Morning,0.0105,83.9,161.55,1.93,20.7,47.3,1.19,Broken Yarn,No,0,0,72.66,1207.79,43.3,97.0,Medium,Continue Production,53.6
2025-01-17 08:30:00,Weaving,M005,546.0,Morning,0.015,79.8,131.17,1.63,20.1,70.0,1.18,Hole,No,1,0,61.85,996.0,41.9,92.3,Low,Optimize Machine Load,53.9
2025-01-17 09:00:00,Finishing,M020,71.0,Morning,0.0184,96.9,208.01,2.05,22.8,69.4,2.08,Stain,Yes,1,1,81.93,1588.32,65.2,88.4,High,Inspect Machine,68.9
2025-01-17 09:30:00,Knitting,M010,1694.0,Morning,0.0165,112.5,129.82,1.17,20.5,56.4,2.06,Stain,No,0,0,56.97,963.28,97.8,87.7,Low,Continue Production,100.0
2025-01-17 10:00:00,Weaving,M006,1005.0,Morning,0.0164,90.2,152.78,1.63,22.0,63.3,2.39,Broken Yarn,No,1,0,68.63,1157.51,48.7,85.0,Medium,Check Energy Usage,60.1
2025-01-17 10:30:00,Dyeing,M013,46.0,Morning,0.0144,99.7,235.7,2.29,25.9,75.2,1.64,Stain,No,1,1,95.48,1753.45,62.2,87.9,High,Reduce Machine Speed,66.3
2025-01-17 11:00:00,Spinning,M001,26346.0,Morning,0.0148,87.4,192.77,2.21,20.3,52.7,1.18,Hole,No,1,0,80.46,1560.81,59.9,91.0,High,Optimize Machine Load,64.5
2025-01-17 11:30:00,Spinning,M001,17060.0,Morning,0.0222,69.5,137.74,2.0,22.5,62.1,2.02,Stain,No,0,0,56.0,1090.57,54.8,89.2,Low,Continue Production,61.1
2025-01-17 12:00:00,Weaving,M008,1244.0,Morning,0.009,83.7,101.81,1.24,23.4,66.2,2.47,Stain,Yes,0,1,43.97,785.7,57.4,86.7,Low,Schedule Maintenance,63.0
2025-01-17 12:30:00,Spinning,M004,21212.0,Morning,0.0161,77.8,163.4,2.12,21.1,60.9,2.23,Hole,Yes,1,0,76.94,1290.36,52.3,93.9,Medium,Optimize Machine Load,62.2
2025-01-17 13:00:00,Knitting,M010,1309.0,Morning,0.015,106.6,92.54,0.82,22.7,60.6,1.68,Hole,No,0,0,47.98,625.06,76.3,88.9,Low,Continue Production,82.8
2025-01-17 13:30:00,Spinning,M002,34785.0,Morning,0.0226,112.1,252.49,2.24,20.7,51.4,1.89,Hole,No,1,0,105.57,1819.14,80.4,91.3,High,Optimize Machine Load,80.2
2025-01-17 14:00:00,Finishing,M017,47.0,Evening,0.0094,98.2,166.39,1.68,26.0,57.6,0.47,Float,No,1,0,73.82,1250.26,69.9,94.2,Medium,Optimize Machine Load,82.8
2025-01-17 14:30:00,Finishing,M020,61.0,Evening,0.0172,72.7,126.29,1.83,23.2,70.4,1.65,Stain,Yes,1,1,56.67,905.92,43.3,90.3,Low,Schedule Maintenance,52.2
2025-01-17 15:00:00,Dyeing,M013,50.0,Evening,0.0083,94.0,173.74,1.91,26.6,56.6,0.78,Stain,No,1,0,76.43,1312.7,69.3,95.1,Medium,Reduce Machine Speed,71.5
2025-01-17 15:30:00,Dyeing,M016,89.0,Evening,0.0149,132.1,230.83,1.65,26.4,76.5,2.71,Broken Yarn,Yes,0,1,101.08,1764.84,89.0,89.0,High,Schedule Maintenance,94.1
2025-01-17 16:00:00,Finishing,M019,98.0,Evening,0.0172,98.9,166.07,1.69,24.5,73.4,2.47,Float,Yes,1,1,72.79,1300.61,75.1,86.4,Medium,Inspect Machine,81.9
2025-01-17 16:30:00,Finishing,M019,98.0,Evening,0.0214,104.1,166.08,1.64,25.6,62.2,1.85,Float,Yes,1,1,78.33,1218.34,74.4,90.3,Medium,Schedule Maintenance,77.8
2025-01-17 17:00:00,Spinning,M001,24540.0,Evening,0.0173,88.4,177.43,1.91,21.0,59.0,2.41,Broken Yarn,No,1,0,80.88,1366.23,58.1,85.8,High,Check Energy Usage,66.2
2025-01-17 17:30:00,Spinning,M004,33565.0,Evening,0.012,81.7,168.36,2.04,22.1,58.9,2.33,Stain,Yes,1,1,68.32,1281.8,40.9,80.8,Medium,Schedule Maintenance,52.1
2025-01-17 18:00:00,Dyeing,M014,43.0,Evening,0.0116,91.7,237.3,2.55,26.7,73.9,1.91,Hole,No,1,1,105.46,1819.75,59.1,89.5,High,Reduce Machine Speed,67.1
2025-01-17 18:30:00,Finishing,M020,62.0,Evening,0.0093,101.8,182.41,1.8,24.0,61.4,0.97,Stain,No,1,0,82.19,1367.35,78.4,93.9,High,Check Energy Usage,78.4
2025-01-17 19:00:00,Weaving,M005,621.0,Evening,0.009,93.6,160.95,1.74,24.2,59.6,1.2,Stain,Yes,1,0,70.63,1280.15,60.6,92.4,Medium,Optimize Machine Load,61.1
2025-01-17 19:30:00,Spinning,M002,23350.0,Evening,0.0126,99.4,210.7,2.13,21.5,50.0,1.97,Hole,No,1,0,95.34,1599.29,73.9,92.8,High,Optimize Machine Load,76.1
2025-01-17 20:00:00,Dyeing,M015,67.0,Evening,0.0239,129.4,275.09,2.19,25.0,67.0,1.68,Stain,Yes,1,0,119.32,2164.4,93.2,92.0,High,Check Energy Usage,98.3
2025-01-17 20:30:00,Dyeing,M016,59.0,Evening,0.0228,107.9,203.4,1.89,26.8,66.4,1.2,Stain,No,0,0,88.47,1516.26,77.8,93.8,High,Continue Production,87.4
2025-01-17 21:00:00,Dyeing,M015,43.0,Evening,0.0213,115.3,180.49,1.55,25.6,58.0,0.43,Float,No,0,0,78.28,1403.24,77.8,94.4,High,Continue Production,81.2
2025-01-17 21:30:00,Spinning,M001,28644.0,Evening,0.008,96.7,201.6,1.97,21.3,53.4,1.67,,No,1,0,78.82,1531.79,66.7,92.3,High,Check Energy Usage,70.2
2025-01-17 22:00:00,Dyeing,M015,54.0,Night,0.0107,109.1,226.35,2.07,27.0,76.2,0.97,Float,No,1,0,97.24,1709.41,82.8,94.4,High,Optimize Machine Load,86.5
2025-01-17 22:30:00,Spinning,M004,19775.0,Night,0.0115,78.8,131.77,1.85,19.1,48.5,1.86,Stain,No,0,0,54.12,1028.06,50.7,89.3,Low,Continue Production,61.7
2025-01-17 23:00:00,Finishing,M017,52.0,Night,0.012,113.8,182.65,1.61,24.5,76.0,0.92,Hole,No,1,0,73.98,1378.0,77.2,99.5,High,Reduce Machine Speed,84.6
2025-01-17 23:30:00,Finishing,M019,61.0,Night,0.007,99.7,167.98,1.52,24.2,68.8,1.39,Float,No,0,0,78.14,1171.85,68.4,92.7,Medium,Continue Production,66.9
2025-01-18 00:00:00,Spinning,M002,30337.0,Night,0.0105,103.6,238.3,2.25,21.5,50.1,1.4,,No,1,0,104.72,1690.95,79.1,91.4,High,Check Energy Usage,91.6
2025-01-18 00:30:00,Weaving,M008,728.0,Night,0.0212,88.1,154.6,1.81,22.6,67.1,1.77,Broken Yarn,Yes,1,1,66.51,1227.4,58.5,90.7,Medium,Inspect Machine,69.9
2025-01-18 01:00:00,Weaving,M007,1049.0,Night,0.022,92.5,158.02,1.67,23.5,51.3,1.83,Hole,No,1,0,65.85,1251.74,59.5,90.1,Medium,Check Energy Usage,66.6
2025-01-18 01:30:00,Weaving,M007,904.0,Night,0.0247,87.2,140.3,1.66,20.9,49.0,1.48,Float,No,1,0,61.65,1143.18,68.6,90.1,Medium,Optimize Machine Load,71.8
2025-01-18 02:00:00,Knitting,M012,1632.0,Night,0.0185,106.0,122.26,1.23,19.3,52.5,2.12,Hole,Yes,0,1,56.66,929.7,64.3,85.3,Low,Inspect Machine,72.5
2025-01-18 02:30:00,Knitting,M012,1695.0,Night,0.0209,101.1,126.31,1.27,21.7,49.0,1.39,Broken Yarn,No,1,0,51.13,909.51,72.9,92.3,Low,Check Energy Usage,79.2
2025-01-18 03:00:00,Dyeing,M015,56.0,Night,0.0194,111.3,190.87,1.71,25.6,87.1,1.58,Hole,No,0,0,82.25,1435.74,75.6,94.6,High,Continue Production,80.6
2025-01-18 03:30:00,Finishing,M019,79.0,Night,0.0126,100.5,114.39,1.25,24.5,69.1,0.7,Broken Yarn,No,0,0,52.77,870.96,75.1,95.9,Low,Continue Production,81.7
2025-01-18 04:00:00,Dyeing,M014,26.0,Night,0.0192,89.0,178.23,2.08,25.9,74.9,0.71,Stain,No,1,0,69.07,1316.05,66.8,92.9,High,Check Energy Usage,73.0
2025-01-18 04:30:00,Weaving,M008,1031.0,Night,0.0145,93.6,161.99,1.73,22.4,65.0,3.02,Broken Yarn,Yes,1,1,69.59,1298.69,61.3,85.5,Medium,Inspect Machine,68.6
2025-01-18 05:00:00,Weaving,M005,882.0,Night,0.0164,75.7,131.54,1.77,24.1,56.0,2.45,Hole,Yes,1,0,54.98,1090.6,40.9,83.6,Low,Check Energy Usage,53.8
2025-01-18 05:30:00,Spinning,M001,17840.0,Night,0.0078,90.3,208.25,2.28,20.6,36.7,1.2,Hole,No,1,0,89.22,1603.91,49.1,93.9,High,Check Energy Usage,61.3
2025-01-18 06:00:00,Knitting,M011,1558.0,Morning,0.0212,97.1,144.19,1.56,20.0,57.3,1.75,Broken Yarn,No,1,0,60.14,1096.85,64.0,91.5,Medium,Check Energy Usage,71.7
2025-01-18 06:30:00,Dyeing,M015,35.0,Morning,0.0197,89.1,159.32,1.74,24.9,78.7,1.35,Hole,No,0,0,69.22,1160.63,66.1,89.1,Medium,Continue Production,76.0
2025-01-18 07:00:00,Dyeing,M013,68.0,Morning,0.0098,99.4,192.69,2.01,25.6,67.3,1.91,Stain,No,1,0,90.74,1528.23,63.0,90.4,High,Optimize Machine Load,65.1
2025-01-18 07:30:00,Dyeing,M016,69.0,Morning,0.0251,114.1,239.2,2.01,27.0,66.5,1.19,Hole,No,1,0,101.8,1823.36,83.9,96.0,High,Check Energy Usage,84.5
2025-01-18 08:00:00,Knitting,M012,1123.0,Morning,0.0195,78.5,122.37,1.69,21.4,68.1,2.09,Float,No,1,1,53.91,919.67,40.9,88.8,Low,Inspect Machine,53.0
2025-01-18 08:30:00,Finishing,M017,44.0,Morning,0.0092,94.3,173.56,1.91,23.0,67.5,1.07,Broken Yarn,No,1,0,82.78,1340.04,64.7,95.4,Medium,Reduce Machine Speed,70.2
2025-01-18 09:00:00,Dyeing,M016,90.0,Morning,0.0157,112.0,241.06,2.13,24.4,83.2,2.0,Stain,Yes,1,1,101.7,1811.04,74.6,84.8,High,Inspect Machine,76.0
2025-01-18 09:30:00,Knitting,M009,1258.0,Morning,0.0091,79.9,109.06,1.24,22.6,50.2,1.42,Hole,No,0,0,54.26,835.82,50.8,94.5,Low,Continue Production,65.6
2025-01-18 10:00:00,Dyeing,M013,76.0,Morning,0.019,100.1,194.08,1.92,23.9,75.5,2.21,,Yes,0,1,83.67,1419.25,67.0,89.8,High,Schedule Maintenance,72.3
2025-01-18 10:30:00,Spinning,M001,31784.0,Morning,0.0159,99.0,215.24,2.14,20.0,37.6,1.25,Float,No,1,0,99.9,1681.46,60.8,89.6,High,Check Energy Usage,62.5
2025-01-18 11:00:00,Finishing,M017,97.0,Morning,0.0192,108.8,157.87,1.45,23.3,63.2,1.51,Stain,No,0,0,71.04,1197.21,74.4,90.5,Medium,Continue Production,77.2
2025-01-18 11:30:00,Finishing,M018,92.0,Morning,0.0167,104.9,160.63,1.59,25.6,81.6,1.66,Hole,No,1,1,70.46,1268.75,72.1,93.8,Medium,Inspect Machine,77.7
2025-01-18 12:00:00,Weaving,M006,894.0,Morning,0.0086,95.4,143.02,1.53,22.5,53.8,1.73,Hole,No,1,0,61.38,1080.34,55.6,91.5,Medium,Check Energy Usage,64.7
2025-01-18 12:30:00,Spinning,M002,26075.0,Morning,0.0192,105.4,231.99,2.27,20.0,62.7,2.46,Broken Yarn,Yes,1,1,97.49,1760.0,84.0,87.3,High,Schedule Maintenance,86.5
2025-01-18 13:00:00,Dyeing,M016,87.0,Morning,0.0113,107.8,192.84,1.86,24.9,82.3,2.09,Float,No,0,0,83.42,1419.02,75.7,92.2,High,Continue Production,81.2
2025-01-18 13:30:00,Spinning,M002,25800.0,Morning,0.0139,90.8,142.24,1.54,21.2,53.9,2.0,Stain,No,0,0,64.89,1112.84,51.4,86.1,Medium,Continue Production,59.7
2025-01-18 14:00:00,Spinning,M003,24449.0,Evening,0.0177,97.0,201.81,2.15,18.7,51.4,1.12,Float,No,1,0,86.93,1500.74,65.8,92.5,High,Check Energy Usage,68.9
2025-01-18 14:30:00,Finishing,M020,71.0,Evening,0.0095,93.4,144.82,1.53,24.4,76.7,1.5,,Yes,0,1,61.15,1082.62,69.7,86.4,Medium,Schedule Maintenance,72.6
2025-01-18 15:00:00,Dyeing,M016,30.0,Evening,0.0199,93.3,172.26,1.93,26.8,66.5,0.9,Stain,No,0,0,73.24,1310.94,60.9,93.6,Medium,Continue Production,67.2
2025-01-18 15:30:00,Dyeing,M014,66.0,Evening,0.0178,104.4,214.75,2.04,25.4,62.1,2.01,Hole,Yes,1,0,96.53,1639.1,85.1,95.0,High,Optimize Machine Load,86.7
2025-01-18 16:00:00,Dyeing,M013,39.0,Evening,0.0114,87.8,175.3,2.03,26.0,77.8,1.12,Stain,No,0,0,80.45,1265.79,54.7,100.0,Medium,Continue Production,68.1
2025-01-18 16:30:00,Knitting,M012,1206.0,Evening,0.0179,92.3,135.81,1.38,18.6,60.9,1.82,Hole,Yes,1,1,55.87,1024.28,62.9,89.1,Low,Schedule Maintenance,70.7
2025-01-18 17:00:00,Spinning,M001,26156.0,Evening,0.0172,87.6,152.61,1.72,21.6,37.1,1.91,,No,0,0,63.1,1193.17,65.0,87.8,Medium,Continue Production,73.2
2025-01-18 17:30:00,Knitting,M009,1634.0,Evening,0.0063,86.6,113.07,1.22,21.5,60.5,2.13,Float,Yes,1,1,50.25,845.33,59.0,86.6,Low,Schedule Maintenance,64.7
2025-01-18 18:00:00,Spinning,M002,28862.0,Evening,0.0221,99.9,205.26,2.1,22.2,54.3,1.73,Float,No,1,0,94.58,1553.04,64.4,93.8,High,Reduce Machine Speed,76.3
2025-01-18 18:30:00,Dyeing,M016,83.0,Evening,0.0169,122.6,223.47,1.82,27.7,83.0,2.26,Stain,Yes,0,0,100.9,1707.1,84.9,84.6,High,Continue Production,86.8
2025-01-18 19:00:00,Spinning,M001,23740.0,Evening,0.0132,101.5,167.68,1.71,18.9,71.2,2.3,Stain,No,0,0,67.26,1271.01,77.0,85.9,Medium,Continue Production,79.6
2025-01-18 19:30:00,Finishing,M019,74.0,Evening,0.0152,95.5,166.55,1.77,22.7,70.0,1.96,Hole,No,1,0,70.73,1226.22,62.1,94.3,Medium,Check Energy Usage,72.0
2025-01-18 20:00:00,Spinning,M004,27253.0,Evening,0.0115,65.7,144.94,2.23,21.6,64.4,2.5,Hole,Yes,1,1,58.75,1101.54,45.5,81.0,Medium,Inspect Machine,52.3
2025-01-18 20:30:00,Spinning,M001,34040.0,Evening,0.0104,90.3,175.34,1.99,20.2,49.7,2.28,,Yes,1,1,74.5,1374.1,58.4,85.5,Medium,Schedule Maintenance,58.8
2025-01-18 21:00:00,Dyeing,M013,46.0,Evening,0.0175,83.1,136.47,1.73,26.5,73.1,1.49,,No,0,0,65.24,996.49,56.8,92.4,Low,Continue Production,63.9
2025-01-18 21:30:00,Knitting,M010,1636.0,Evening,0.0215,115.5,146.29,1.34,21.0,67.1,2.04,Stain,No,1,0,57.36,1098.29,77.9,91.6,Medium,Optimize Machine Load,83.6
2025-01-18 22:00:00,Spinning,M002,36137.0,Night,0.0074,110.4,171.43,1.68,21.4,48.2,1.65,Broken Yarn,Yes,0,0,67.41,1249.32,78.3,91.2,Medium,Continue Production,81.8
2025-01-18 22:30:00,Weaving,M008,776.0,Night,0.0181,82.8,136.91,1.73,22.8,64.0,1.81,,No,1,0,55.69,1079.54,50.2,90.7,Low,Check Energy Usage,59.9
2025-01-18 23:00:00,Knitting,M010,1608.0,Night,0.0176,116.1,126.83,1.06,24.1,56.0,1.97,,No,0,0,55.81,961.48,88.1,92.9,Low,Continue Production,86.8
2025-01-18 23:30:00,Finishing,M018,61.0,Night,0.0108,107.1,143.56,1.43,24.8,70.2,1.15,Float,No,0,0,64.36,1058.48,80.3,100.0,Medium,Continue Production,79.4
2025-01-19 00:00:00,Dyeing,M013,27.0,Night,0.0128,76.8,145.39,2.0,23.8,66.7,0.92,Stain,No,1,0,64.41,1110.11,53.5,95.0,Medium,Check Energy Usage,68.1
2025-01-19 00:30:00,Finishing,M017,32.0,Night,0.0201,79.0,137.94,1.61,24.2,63.2,0.97,Hole,No,1,0,64.15,1001.58,50.1,95.4,Low,Optimize Machine Load,60.8
2025-01-19 01:00:00,Dyeing,M013,71.0,Night,0.012,104.4,201.85,1.97,24.1,80.0,1.85,Float,No,1,0,79.95,1494.74,68.0,94.8,High,Check Energy Usage,73.4
2025-01-19 01:30:00,Knitting,M012,1318.0,Night,0.012,78.7,107.38,1.34,19.9,69.0,2.46,Stain,Yes,1,1,51.03,758.76,51.0,83.6,Low,Schedule Maintenance,57.1
2025-01-19 02:00:00,Knitting,M012,1683.0,Night,0.0089,103.4,123.8,1.16,24.2,67.9,2.35,Broken Yarn,Yes,0,1,52.11,899.45,61.9,82.0,Low,Schedule Maintenance,70.7
2025-01-19 02:30:00,Finishing,M018,34.0,Night,0.0135,91.3,169.23,1.81,24.3,64.1,1.16,Broken Yarn,No,1,0,75.86,1342.13,72.0,96.5,Medium,Check Energy Usage,80.8
2025-01-19 03:00:00,Knitting,M012,1026.0,Night,0.0232,79.5,93.42,1.29,20.5,52.8,1.2,,No,1,0,34.97,681.6,49.8,94.7,Low,Check Energy Usage,58.1
2025-01-19 03:30:00,Knitting,M012,1398.0,Night,0.0253,104.0,114.05,1.11,23.8,65.5,2.42,Hole,No,0,0,49.18,886.57,66.6,86.3,Low,Continue Production,75.0
2025-01-19 04:00:00,Spinning,M004,18112.0,Night,0.0152,70.5,122.13,1.87,18.9,65.0,2.16,,Yes,0,1,53.58,895.96,45.8,85.4,Low,Schedule Maintenance,55.3
2025-01-19 04:30:00,Weaving,M005,572.0,Night,0.0098,93.3,132.24,1.26,21.7,59.6,1.88,Float,No,0,0,61.62,1036.73,61.1,84.6,Low,Continue Production,65.1
2025-01-19 05:00:00,Finishing,M019,117.0,Night,0.0144,111.0,179.13,1.7,21.2,58.2,1.37,,Yes,1,0,70.86,1322.14,70.1,93.2,High,Check Energy Usage,75.0
2025-01-19 05:30:00,Dyeing,M015,77.0,Night,0.0158,113.3,204.45,1.86,26.7,72.8,1.18,Broken Yarn,No,0,0,88.24,1557.43,77.9,98.7,High,Continue Production,80.8
2025-01-19 06:00:00,Dyeing,M013,55.0,Morning,0.015,93.2,148.47,1.66,24.9,67.1,1.79,Stain,No,0,0,59.65,1131.97,70.7,87.3,Medium,Continue Production,70.9
2025-01-19 06:30:00,Spinning,M004,11935.0,Morning,0.0182,60.1,107.01,1.93,21.8,44.1,1.16,Hole,No,1,0,48.14,907.46,36.3,90.2,Low,Optimize Machine Load,52.1
2025-01-19 07:00:00,Dyeing,M015,40.0,Morning,0.0137,96.1,177.25,1.76,24.1,83.4,1.86,Stain,No,0,0,79.5,1374.09,59.0,90.6,High,Continue Production,66.2
2025-01-19 07:30:00,Finishing,M017,48.0,Morning,0.0166,92.9,193.83,1.93,25.1,81.8,1.7,Hole,Yes,1,1,88.69,1451.33,67.0,89.8,High,Inspect Machine,74.6
2025-01-19 08:00:00,Knitting,M009,1094.0,Morning,0.0172,82.1,79.25,1.0,20.9,61.6,1.7,Broken Yarn,No,0,0,32.02,630.49,49.5,90.2,Low,Continue Production,60.5
2025-01-19 08:30:00,Weaving,M008,813.0,Morning,0.0084,79.2,104.54,1.42,23.2,64.7,1.97,Float,No,1,0,48.77,881.08,47.3,90.9,Low,Check Energy Usage,59.8
2025-01-19 09:00:00,Dyeing,M014,60.0,Morning,0.0073,107.8,231.28,2.27,24.3,77.3,2.12,Stain,Yes,1,1,105.13,1694.86,72.2,91.4,High,Inspect Machine,70.9
2025-01-19 09:30:00,Finishing,M020,54.0,Morning,0.0207,97.8,184.36,1.9,24.2,58.7,0.76,Broken Yarn,No,1,0,72.89,1369.28,73.9,93.3,High,Check Energy Usage,76.1
2025-01-19 10:00:00,Weaving,M006,1042.0,Morning,0.0211,104.7,146.78,1.42,23.5,64.7,2.56,Stain,Yes,0,1,65.71,1107.52,58.8,80.7,Medium,Schedule Maintenance,66.0
2025-01-19 10:30:00,Spinning,M004,13703.0,Morning,0.0185,73.1,135.71,1.91,19.5,62.9,1.8,Float,Yes,1,1,62.33,1016.07,39.8,88.3,Low,Inspect Machine,48.1
